Learning rate: 0.02, Hidden neurons: 64, Epochs: 5000, Accuracy: 0.7182, Loss: 0.04488971801389061
Learning rate: 0.325, Hidden neurons: 64, Epochs: 15000, Accuracy: 0.8997, Loss: 0.017212575387290287
Learning rate: 0.325, Hidden neurons: 64, Epochs: 17500, Accuracy: 0.9055, Loss: 0.016878448442832965
Learning rate: 0.325, Hidden neurons: 64, Epochs: 20000, Accuracy: 0.8957, Loss: 0.01732441574963443
Learning rate: 0.325, Hidden neurons: 64, Epochs: 22500, Accuracy: 0.8974, Loss: 0.017930282596087747
Learning rate: 0.325, Hidden neurons: 64, Epochs: 25000, Accuracy: 0.9124, Loss: 0.01479497549024113
Learning rate: 0.325, Hidden neurons: 64, Epochs: 27500, Accuracy: 0.9087, Loss: 0.015225394854620228
Learning rate: 0.325, Hidden neurons: 64, Epochs: 30000, Accuracy: 0.9022, Loss: 0.01605477337262124
Learning rate: 0.325, Hidden neurons: 128, Epochs: 5000, Accuracy: 0.8559, Loss: 0.025434687166734842
Learning rate: 0.325, Hidden neurons: 128, Epochs: 10000, Accuracy: 0.8888, Loss: 0.01961342003862811
Learning rate: 0.325, Hidden neurons: 128, Epochs: 15000, Accuracy: 0.891, Loss: 0.0189745875531345
Learning rate: 0.325, Hidden neurons: 128, Epochs: 17500, Accuracy: 0.907, Loss: 0.016487462262239155
Learning rate: 0.325, Hidden neurons: 128, Epochs: 20000, Accuracy: 0.8882, Loss: 0.01979050953242561
Learning rate: 0.325, Hidden neurons: 128, Epochs: 22500, Accuracy: 0.9127, Loss: 0.015204160854480503
Learning rate: 0.325, Hidden neurons: 128, Epochs: 25000, Accuracy: 0.9037, Loss: 0.016823432727267246
Learning rate: 0.325, Hidden neurons: 128, Epochs: 27500, Accuracy: 0.9189, Loss: 0.014960615865415259
Learning rate: 0.325, Hidden neurons: 128, Epochs: 30000, Accuracy: 0.9139, Loss: 0.015361455715076636
Learning rate: 0.325, Hidden neurons: 256, Epochs: 5000, Accuracy: 0.8496, Loss: 0.027765107153792046
Learning rate: 0.325, Hidden neurons: 256, Epochs: 10000, Accuracy: 0.894, Loss: 0.019545947730045275
Learning rate: 0.325, Hidden neurons: 256, Epochs: 15000, Accuracy: 0.8927, Loss: 0.02020318058018033
Learning rate: 0.325, Hidden neurons: 256, Epochs: 17500, Accuracy: 0.9173, Loss: 0.015776571951480328
Learning rate: 0.325, Hidden neurons: 256, Epochs: 20000, Accuracy: 0.9138, Loss: 0.016978534869331662
Learning rate: 0.325, Hidden neurons: 256, Epochs: 22500, Accuracy: 0.8949, Loss: 0.019544127135643807
Learning rate: 0.325, Hidden neurons: 256, Epochs: 25000, Accuracy: 0.9023, Loss: 0.018415311645216363
Learning rate: 0.325, Hidden neurons: 256, Epochs: 27500, Accuracy: 0.8995, Loss: 0.01896921144655124
Learning rate: 0.325, Hidden neurons: 256, Epochs: 30000, Accuracy: 0.9247, Loss: 0.014710702325035728
Learning rate: 0.35, Hidden neurons: 64, Epochs: 5000, Accuracy: 0.8437, Loss: 0.02593214333890356
Learning rate: 0.35, Hidden neurons: 64, Epochs: 10000, Accuracy: 0.884, Loss: 0.01936493228079221
Learning rate: 0.35, Hidden neurons: 64, Epochs: 15000, Accuracy: 0.9046, Loss: 0.015980362461011498
Learning rate: 0.35, Hidden neurons: 64, Epochs: 17500, Accuracy: 0.8891, Loss: 0.018838124310164534
Learning rate: 0.35, Hidden neurons: 64, Epochs: 20000, Accuracy: 0.901, Loss: 0.016755512977868196
Learning rate: 0.35, Hidden neurons: 64, Epochs: 22500, Accuracy: 0.9065, Loss: 0.016833421617143445
Learning rate: 0.35, Hidden neurons: 64, Epochs: 25000, Accuracy: 0.9003, Loss: 0.016868141476633992
Learning rate: 0.35, Hidden neurons: 64, Epochs: 27500, Accuracy: 0.9017, Loss: 0.017523225917921603
Learning rate: 0.35, Hidden neurons: 64, Epochs: 30000, Accuracy: 0.9078, Loss: 0.016154122334822454
Learning rate: 0.35, Hidden neurons: 128, Epochs: 5000, Accuracy: 0.8344, Loss: 0.027862752062069108
Learning rate: 0.35, Hidden neurons: 128, Epochs: 10000, Accuracy: 0.8887, Loss: 0.01951039635368338
Learning rate: 0.35, Hidden neurons: 128, Epochs: 15000, Accuracy: 0.901, Loss: 0.01816161608547014
Learning rate: 0.35, Hidden neurons: 128, Epochs: 17500, Accuracy: 0.8967, Loss: 0.018695468391553106
Learning rate: 0.35, Hidden neurons: 128, Epochs: 20000, Accuracy: 0.9102, Loss: 0.016058392857482524
Learning rate: 0.35, Hidden neurons: 128, Epochs: 22500, Accuracy: 0.9035, Loss: 0.017129756755297633
Learning rate: 0.35, Hidden neurons: 128, Epochs: 25000, Accuracy: 0.9123, Loss: 0.01543982710204126
Learning rate: 0.35, Hidden neurons: 128, Epochs: 27500, Accuracy: 0.9181, Loss: 0.014194659488603325
Learning rate: 0.35, Hidden neurons: 128, Epochs: 30000, Accuracy: 0.9067, Loss: 0.01828818061077781
Learning rate: 0.35, Hidden neurons: 256, Epochs: 5000, Accuracy: 0.8559, Loss: 0.027210424918637892
Learning rate: 0.35, Hidden neurons: 256, Epochs: 10000, Accuracy: 0.8849, Loss: 0.022921077274400806
Learning rate: 0.35, Hidden neurons: 256, Epochs: 15000, Accuracy: 0.8749, Loss: 0.02360335753990814
Learning rate: 0.35, Hidden neurons: 256, Epochs: 17500, Accuracy: 0.9046, Loss: 0.01708169329803274
Learning rate: 0.35, Hidden neurons: 256, Epochs: 20000, Accuracy: 0.9027, Loss: 0.018868747928164287
Learning rate: 0.35, Hidden neurons: 256, Epochs: 22500, Accuracy: 0.9048, Loss: 0.017463963402618764
Learning rate: 0.35, Hidden neurons: 256, Epochs: 25000, Accuracy: 0.9102, Loss: 0.016539200280062342
Learning rate: 0.35, Hidden neurons: 256, Epochs: 27500, Accuracy: 0.9019, Loss: 0.01862142842257457
Learning rate: 0.35, Hidden neurons: 256, Epochs: 30000, Accuracy: 0.9043, Loss: 0.01994473528098999


Biggest accuracy: 0.9343
Best params: [0.15, 256.0, 30000.0]
